user_id,project_id,topic_match_score,required_skill_match_score,gained_skill_match_score,role_skill_match_score,readiness_score,embedding_similarity,commitment_fit,maturity_fit,open,like,share,long_view,skip_fast,disengage
user_0000,project_0023,0.0,2.5365,0.7781,1.4361,2.009,0.934069,0.6,0.65,0,1,1,1,1,0
user_0000,project_0024,1.2828,1.8785,1.4361,1.1004,1.7458,0.934665,0.95,0.95,1,1,0,0,0,1
user_0000,project_0025,1.4329,2.5365,0.0,1.4361,1.7755,0.992459,0.95,0.95,0,1,1,0,1,1
user_0000,project_0026,1.2828,1.4361,0.0,1.4361,1.0053,0.932138,0.6,0.65,0,0,0,0,0,0
user_0000,project_0027,0.0,1.1004,0.7781,1.1004,1.0037,0.92954,0.9,0.95,0,0,0,0,0,0
user_0000,project_0028,1.2828,1.1004,1.4361,1.1004,1.2011,0.941948,0.9,0.95,0,0,0,0,0,0
user_0000,project_0029,1.2828,0.0,0.0,0.0,0.0,0.927351,0.95,0.95,0,0,0,0,0,0
user_0000,project_0030,1.2828,1.4361,0.0,1.4361,1.0053,0.9383,0.95,0.95,0,0,0,0,0,0
user_0000,project_0031,1.2828,1.8785,1.4361,1.8785,1.7458,0.927326,0.6,0.65,0,0,0,0,0,0
user_0000,project_0032,1.2828,2.5365,0.0,1.4361,1.7755,0.949456,0.95,0.95,0,0,0,0,0,0
user_0000,project_0033,2.7157,0.0,1.4361,0.0,0.4308,0.92471,0.95,0.95,0,0,0,0,0,0
user_0000,project_0034,0.0,1.1004,1.4361,2.5365,1.2011,0.923773,0.9,0.95,0,0,0,0,0,0
user_0000,project_0035,0.0,2.5365,0.7781,1.4361,2.009,0.93839,0.6,0.65,0,0,0,0,0,0
user_0000,project_0036,1.2828,1.8785,1.4361,1.1004,1.7458,0.933705,0.95,0.95,0,0,0,0,0,0
user_0000,project_0037,1.4329,2.5365,0.0,1.4361,1.7755,0.991824,0.95,0.95,0,0,0,0,0,0
user_0000,project_0038,1.2828,1.4361,0.0,1.4361,1.0053,0.934593,0.6,0.65,0,0,0,0,0,0
user_0000,project_0039,0.0,1.1004,0.7781,1.1004,1.0037,0.930038,0.9,0.95,1,0,1,0,1,1
user_0000,project_0040,1.2828,1.1004,1.4361,1.1004,1.2011,0.933273,0.9,0.95,1,1,0,1,0,1
user_0000,project_0041,1.2828,0.0,0.0,0.0,0.0,0.926749,0.95,0.95,0,0,0,0,0,0
user_0000,project_0042,1.2828,1.4361,0.0,1.4361,1.0053,0.932033,0.95,0.95,0,0,0,0,0,0
user_0000,project_0043,1.2828,1.8785,1.4361,1.8785,1.7458,0.921685,0.6,0.65,0,0,0,0,0,0
user_0000,project_0044,1.2828,2.5365,0.0,1.4361,1.7755,0.946529,0.95,0.95,1,1,1,0,0,0
user_0000,project_0045,2.7157,0.0,1.4361,0.0,0.4308,0.933861,0.95,0.95,0,0,0,0,0,0
user_0000,project_0046,0.0,1.1004,1.4361,2.5365,1.2011,0.93314,0.9,0.95,0,1,0,1,0,0
user_0000,project_0047,0.0,2.5365,0.7781,1.4361,2.009,0.938514,0.6,0.65,0,0,0,0,0,0
user_0000,project_0048,1.2828,1.8785,1.4361,1.1004,1.7458,0.935448,0.95,0.95,0,0,0,0,0,0
user_0000,project_0049,1.4329,2.5365,0.0,1.4361,1.7755,0.991955,0.95,0.95,0,0,0,0,0,0
user_0000,project_0050,1.2828,1.4361,0.0,1.4361,1.0053,0.931808,0.6,0.65,1,1,1,1,1,1
user_0000,project_0051,0.0,1.1004,0.7781,1.1004,1.0037,0.930418,0.9,0.95,0,0,0,0,0,0
user_0000,project_0052,1.2828,1.1004,1.4361,1.1004,1.2011,0.934824,0.9,0.95,0,0,0,0,1,0
user_0000,project_0053,1.2828,0.0,0.0,0.0,0.0,0.929143,0.95,0.95,0,0,0,0,0,0
user_0000,project_0054,1.2828,1.4361,0.0,1.4361,1.0053,0.922191,0.95,0.95,0,1,0,0,1,0
user_0000,project_0055,1.2828,1.8785,1.4361,1.8785,1.7458,0.921181,0.6,0.65,0,0,0,0,0,0
user_0000,project_0056,1.2828,2.5365,0.0,1.4361,1.7755,0.946311,0.95,0.95,0,0,0,0,0,0
user_0000,project_0057,2.7157,0.0,1.4361,0.0,0.4308,0.939747,0.95,0.95,0,0,0,0,0,0
user_0000,project_0058,0.0,1.1004,1.4361,2.5365,1.2011,0.924756,0.9,0.95,0,0,0,0,0,0
user_0000,project_0059,0.0,2.5365,0.7781,1.4361,2.009,0.936494,0.6,0.65,0,0,0,0,0,0
user_0000,project_0060,1.2828,1.8785,1.4361,1.1004,1.7458,0.933276,0.95,0.95,0,0,0,0,0,0
user_0000,project_0061,1.4329,2.5365,0.0,1.4361,1.7755,0.986369,0.95,0.95,1,1,1,0,1,1
user_0000,project_0062,1.2828,1.4361,0.0,1.4361,1.0053,0.934596,0.6,0.65,0,0,0,0,0,0
user_0000,project_0063,0.0,1.1004,0.7781,1.1004,1.0037,0.931974,0.9,0.95,0,0,0,0,0,0
user_0000,project_0064,1.2828,1.1004,1.4361,1.1004,1.2011,0.935484,0.9,0.95,1,1,1,0,0,0
user_0000,project_0065,1.2828,0.0,0.0,0.0,0.0,0.916701,0.95,0.95,0,0,0,0,0,0
user_0000,project_0066,1.2828,1.4361,0.0,1.4361,1.0053,0.940181,0.95,0.95,0,0,0,0,0,0
user_0000,project_0067,1.2828,1.8785,1.4361,1.8785,1.7458,0.922355,0.6,0.65,0,0,0,0,0,0
user_0000,project_0068,1.2828,2.5365,0.0,1.4361,1.7755,0.950491,0.95,0.95,0,0,0,0,0,0
user_0000,project_0069,2.7157,0.0,1.4361,0.0,0.4308,0.937093,0.95,0.95,0,0,0,0,0,0
user_0000,project_0070,0.0,1.1004,1.4361,2.5365,1.2011,0.934358,0.9,0.95,0,0,0,0,0,0
user_0000,project_0071,0.0,2.5365,0.7781,1.4361,2.009,0.928134,0.6,0.65,0,0,0,0,0,0
user_0000,project_0072,1.2828,1.8785,1.4361,1.1004,1.7458,0.936892,0.95,0.95,0,0,0,0,0,0
user_0000,project_0073,1.4329,2.5365,0.0,1.4361,1.7755,0.986116,0.95,0.95,0,0,0,0,0,0
user_0000,project_0074,1.2828,1.4361,0.0,1.4361,1.0053,0.934592,0.6,0.65,1,1,1,0,0,1
user_0000,project_0075,0.0,1.1004,0.7781,1.1004,1.0037,0.929463,0.9,0.95,0,0,1,0,1,1
user_0000,project_0076,1.2828,1.1004,1.4361,1.1004,1.2011,0.94108,0.9,0.95,1,1,1,0,0,1
user_0000,project_0077,1.2828,0.0,0.0,0.0,0.0,0.926648,0.95,0.95,0,0,0,0,0,0
user_0000,project_0078,1.2828,1.4361,0.0,1.4361,1.0053,0.93899,0.95,0.95,0,0,0,1,0,0
user_0000,project_0079,1.2828,1.8785,1.4361,1.8785,1.7458,0.921862,0.6,0.65,0,0,0,0,0,0
user_0000,project_0080,1.2828,2.5365,0.0,1.4361,1.7755,0.949941,0.95,0.95,0,0,1,0,0,1
user_0000,project_0081,2.7157,0.0,1.4361,0.0,0.4308,0.931972,0.95,0.95,1,0,1,1,1,1
user_0000,project_0082,0.0,1.1004,1.4361,2.5365,1.2011,0.924464,0.9,0.95,0,0,0,0,0,0
user_0000,project_0083,0.0,2.5365,0.7781,1.4361,2.009,0.935492,0.6,0.65,0,1,0,1,0,1
user_0000,project_0084,1.2828,1.8785,1.4361,1.1004,1.7458,0.925707,0.95,0.95,0,1,0,0,1,0
user_0000,project_0085,1.4329,2.5365,0.0,1.4361,1.7755,0.990009,0.95,0.95,1,0,0,0,0,0
user_0000,project_0086,1.2828,1.4361,0.0,1.4361,1.0053,0.934082,0.6,0.65,0,0,0,0,0,0
user_0000,project_0087,0.0,1.1004,0.7781,1.1004,1.0037,0.937342,0.9,0.95,1,0,0,0,0,1
user_0000,project_0088,1.2828,1.1004,1.4361,1.1004,1.2011,0.940877,0.9,0.95,0,0,0,0,0,0
user_0000,project_0089,1.2828,0.0,0.0,0.0,0.0,0.927958,0.95,0.95,0,1,1,0,0,1
user_0000,project_0090,1.2828,1.4361,0.0,1.4361,1.0053,0.940359,0.95,0.95,0,0,0,0,0,0
user_0000,project_0091,1.2828,1.8785,1.4361,1.8785,1.7458,0.920394,0.6,0.65,1,1,0,0,1,0
user_0000,project_0092,1.2828,2.5365,0.0,1.4361,1.7755,0.94692,0.95,0.95,0,0,0,0,0,0
user_0000,project_0093,2.7157,0.0,1.4361,0.0,0.4308,0.932154,0.95,0.95,0,0,0,0,0,0
user_0000,project_0094,0.0,1.1004,1.4361,2.5365,1.2011,0.934454,0.9,0.95,0,0,0,0,0,0
user_0000,project_0095,0.0,2.5365,0.7781,1.4361,2.009,0.927516,0.6,0.65,0,0,0,0,0,0
user_0000,project_0096,1.2828,1.8785,1.4361,1.1004,1.7458,0.932757,0.95,0.95,0,0,0,0,0,0
user_0000,project_0097,1.4329,2.5365,0.0,1.4361,1.7755,0.990009,0.95,0.95,0,0,1,1,1,1
user_0000,project_0098,1.2828,1.4361,0.0,1.4361,1.0053,0.935184,0.6,0.65,0,0,0,0,0,0
user_0000,project_0099,0.0,1.1004,0.7781,1.1004,1.0037,0.935627,0.9,0.95,1,0,1,1,0,0
user_0000,project_0100,1.2828,1.1004,1.4361,1.1004,1.2011,0.93641,0.9,0.95,0,0,0,0,0,0
user_0000,project_0101,1.2828,0.0,0.0,0.0,0.0,0.926749,0.95,0.95,0,0,0,1,1,0
user_0000,project_0102,1.2828,1.4361,0.0,1.4361,1.0053,0.940948,0.95,0.95,1,1,1,1,0,0
user_0000,project_0103,1.2828,1.8785,1.4361,1.8785,1.7458,0.929295,0.6,0.65,0,0,0,0,0,0
user_0000,project_0104,1.2828,2.5365,0.0,1.4361,1.7755,0.941041,0.95,0.95,0,1,0,0,0,0
user_0000,project_0105,2.7157,0.0,1.4361,0.0,0.4308,0.925664,0.95,0.95,0,0,0,0,0,0
user_0000,project_0106,0.0,1.1004,1.4361,2.5365,1.2011,0.933866,0.9,0.95,0,0,0,0,0,0
user_0000,project_0107,0.0,2.5365,0.7781,1.4361,2.009,0.936611,0.6,0.65,0,0,0,0,0,0
user_0000,project_0108,1.2828,1.8785,1.4361,1.1004,1.7458,0.934043,0.95,0.95,0,0,0,0,0,0
user_0000,project_0109,1.4329,2.5365,0.0,1.4361,1.7755,0.992038,0.95,0.95,0,1,0,0,1,0
user_0000,project_0110,1.2828,1.4361,0.0,1.4361,1.0053,0.932954,0.6,0.65,0,0,0,0,0,0
user_0000,project_0111,0.0,1.1004,0.7781,1.1004,1.0037,0.930459,0.9,0.95,0,1,0,0,1,1
user_0000,project_0112,1.2828,1.1004,1.4361,1.1004,1.2011,0.938209,0.9,0.95,0,0,0,0,0,0
user_0000,project_0113,1.2828,0.0,0.0,0.0,0.0,0.921934,0.95,0.95,0,0,0,0,0,0
user_0000,project_0114,1.2828,1.4361,0.0,1.4361,1.0053,0.919565,0.95,0.95,0,0,0,0,0,0
user_0000,project_0115,1.2828,1.8785,1.4361,1.8785,1.7458,0.92192,0.6,0.65,0,0,0,0,0,0
user_0000,project_0116,1.2828,2.5365,0.0,1.4361,1.7755,0.947107,0.95,0.95,1,1,1,1,1,0
user_0000,project_0117,2.7157,0.0,1.4361,0.0,0.4308,0.934812,0.95,0.95,1,1,1,0,0,1
user_0000,project_0118,0.0,1.1004,1.4361,2.5365,1.2011,0.927919,0.9,0.95,0,0,0,0,0,0
user_0000,project_0119,0.0,2.5365,0.7781,1.4361,2.009,0.938607,0.6,0.65,0,0,1,0,0,0
user_0001,project_0000,1.2807,1.4284,0.0,0.0,0.9999,0.948087,0.95,0.95,0,0,0,1,1,1
user_0001,project_0001,0.0,0.0,1.5431,0.0,0.4629,0.930335,0.95,0.95,0,0,0,0,0,1
user_0001,project_0002,0.9982,0.0,1.5431,0.0,0.4629,0.913775,0.6,0.65,0,0,0,0,0,0
user_0001,project_0003,3.7084,0.0,2.9715,0.0,0.8914,0.991355,0.9,0.95,0,0,0,0,0,0
user_0001,project_0004,0.0,0.0,1.5431,0.0,0.4629,0.940388,0.9,0.95,0,0,0,0,1,0
user_0001,project_0005,0.0,0.0,1.5431,0.0,0.4629,0.924732,0.95,0.95,0,0,0,0,0,0
user_0001,project_0006,0.0,0.0,1.5431,0.0,0.4629,0.939802,0.95,0.95,0,0,0,0,1,0
user_0001,project_0007,1.2807,1.4284,1.5431,1.4284,1.4628,0.946944,0.6,0.65,1,0,1,0,1,0
user_0001,project_0008,0.0,0.0,1.5431,0.0,0.4629,0.931078,0.95,0.95,0,0,0,0,0,0
user_0001,project_0009,0.9982,1.5431,0.0,1.5431,1.0802,0.930622,0.95,0.95,0,1,1,0,0,0
user_0001,project_0010,1.2807,0.0,1.5431,0.0,0.4629,0.935116,0.9,0.95,1,0,0,1,0,0
user_0001,project_0011,0.0,0.0,2.9715,0.0,0.8914,0.914417,0.6,0.65,0,0,0,0,0,0
user_0001,project_0012,1.2807,1.4284,0.0,0.0,0.9999,0.952656,0.95,0.95,0,0,0,0,0,0
user_0001,project_0013,0.0,0.0,1.5431,0.0,0.4629,0.929388,0.95,0.95,0,0,0,0,0,0
user_0001,project_0014,0.9982,0.0,1.5431,0.0,0.4629,0.919393,0.6,0.65,1,0,1,0,1,0
user_0001,project_0015,3.7084,0.0,2.9715,0.0,0.8914,0.990147,0.9,0.95,0,0,0,0,0,0
user_0001,project_0016,0.0,0.0,1.5431,0.0,0.4629,0.940476,0.9,0.95,0,0,0,0,0,0
user_0001,project_0017,0.0,0.0,1.5431,0.0,0.4629,0.917324,0.95,0.95,0,1,0,1,0,1
user_0001,project_0018,0.0,0.0,1.5431,0.0,0.4629,0.936159,0.95,0.95,0,0,0,1,1,1
user_0001,project_0019,1.2807,1.4284,1.5431,1.4284,1.4628,0.954641,0.6,0.65,0,0,0,0,0,0
user_0001,project_0020,0.0,0.0,1.5431,0.0,0.4629,0.928911,0.95,0.95,0,0,0,0,0,0
user_0001,project_0021,0.9982,1.5431,0.0,1.5431,1.0802,0.931246,0.95,0.95,0,0,0,0,0,0
user_0001,project_0022,1.2807,0.0,1.5431,0.0,0.4629,0.9366,0.9,0.95,0,0,0,0,0,0
user_0001,project_0023,0.0,0.0,2.9715,0.0,0.8914,0.927499,0.6,0.65,0,0,0,0,0,0
user_0001,project_0024,1.2807,1.4284,0.0,0.0,0.9999,0.955696,0.95,0.95,0,0,0,0,0,0
user_0001,project_0025,0.0,0.0,1.5431,0.0,0.4629,0.935941,0.95,0.95,0,0,0,0,0,1
user_0001,project_0026,0.9982,0.0,1.5431,0.0,0.4629,0.919788,0.6,0.65,0,0,0,0,0,0
user_0001,project_0027,3.7084,0.0,2.9715,0.0,0.8914,0.990568,0.9,0.95,0,0,0,0,0,0
user_0001,project_0028,0.0,0.0,1.5431,0.0,0.4629,0.942167,0.9,0.95,0,0,0,0,0,0
user_0001,project_0029,0.0,0.0,1.5431,0.0,0.4629,0.928652,0.95,0.95,0,0,0,0,0,0
user_0001,project_0030,0.0,0.0,1.5431,0.0,0.4629,0.94033,0.95,0.95,1,0,0,0,1,1
user_0001,project_0031,1.2807,1.4284,1.5431,1.4284,1.4628,0.947172,0.6,0.65,1,1,1,1,0,0
user_0001,project_0032,0.0,0.0,1.5431,0.0,0.4629,0.928701,0.95,0.95,0,1,0,1,1,0
user_0001,project_0033,0.9982,1.5431,0.0,1.5431,1.0802,0.93108,0.95,0.95,1,1,1,1,1,1
user_0001,project_0034,1.2807,0.0,1.5431,0.0,0.4629,0.929605,0.9,0.95,0,0,0,0,0,0
user_0001,project_0035,0.0,0.0,2.9715,0.0,0.8914,0.924967,0.6,0.65,1,1,0,0,0,1
user_0001,project_0036,1.2807,1.4284,0.0,0.0,0.9999,0.94647,0.95,0.95,0,0,0,0,0,0
user_0001,project_0037,0.0,0.0,1.5431,0.0,0.4629,0.933572,0.95,0.95,0,0,0,0,0,0
user_0001,project_0038,0.9982,0.0,1.5431,0.0,0.4629,0.928427,0.6,0.65,0,0,0,0,0,0
user_0001,project_0039,3.7084,0.0,2.9715,0.0,0.8914,0.990193,0.9,0.95,0,0,0,0,0,0
user_0001,project_0040,0.0,0.0,1.5431,0.0,0.4629,0.9284,0.9,0.95,1,0,1,1,0,1
user_0001,project_0041,0.0,0.0,1.5431,0.0,0.4629,0.926405,0.95,0.95,0,0,0,0,0,0
user_0001,project_0042,0.0,0.0,1.5431,0.0,0.4629,0.931106,0.95,0.95,0,1,0,0,0,1
user_0001,project_0043,1.2807,1.4284,1.5431,1.4284,1.4628,0.939577,0.6,0.65,0,0,0,0,0,0
user_0001,project_0044,0.0,0.0,1.5431,0.0,0.4629,0.931937,0.95,0.95,0,0,0,0,0,0
user_0001,project_0045,0.9982,1.5431,0.0,1.5431,1.0802,0.94124,0.95,0.95,0,0,1,0,1,0
user_0001,project_0046,1.2807,0.0,1.5431,0.0,0.4629,0.934526,0.9,0.95,0,0,0,0,0,0
user_0001,project_0047,0.0,0.0,2.9715,0.0,0.8914,0.926858,0.6,0.65,0,0,0,0,0,0
user_0001,project_0048,1.2807,1.4284,0.0,0.0,0.9999,0.950028,0.95,0.95,0,0,0,0,0,0
user_0001,project_0049,0.0,0.0,1.5431,0.0,0.4629,0.934112,0.95,0.95,0,0,0,0,0,0
user_0001,project_0050,0.9982,0.0,1.5431,0.0,0.4629,0.920416,0.6,0.65,0,0,0,0,0,0
user_0001,project_0051,3.7084,0.0,2.9715,0.0,0.8914,0.990585,0.9,0.95,0,0,0,0,0,0
user_0001,project_0052,0.0,0.0,1.5431,0.0,0.4629,0.929061,0.9,0.95,0,0,0,1,1,0
user_0001,project_0053,0.0,0.0,1.5431,0.0,0.4629,0.924422,0.95,0.95,0,0,0,0,0,0
user_0001,project_0054,0.0,0.0,1.5431,0.0,0.4629,0.920746,0.95,0.95,0,0,1,1,0,1
user_0001,project_0055,1.2807,1.4284,1.5431,1.4284,1.4628,0.939681,0.6,0.65,0,0,0,0,0,0
user_0001,project_0056,0.0,0.0,1.5431,0.0,0.4629,0.926204,0.95,0.95,0,0,0,0,0,0
user_0001,project_0057,0.9982,1.5431,0.0,1.5431,1.0802,0.947775,0.95,0.95,0,0,0,0,0,0
user_0001,project_0058,1.2807,0.0,1.5431,0.0,0.4629,0.929273,0.9,0.95,0,0,0,0,0,0
user_0001,project_0059,0.0,0.0,2.9715,0.0,0.8914,0.925266,0.6,0.65,0,0,1,0,1,1
user_0001,project_0060,1.2807,1.4284,0.0,0.0,0.9999,0.944693,0.95,0.95,0,0,0,0,0,0
user_0001,project_0061,0.0,0.0,1.5431,0.0,0.4629,0.92191,0.95,0.95,0,0,0,0,0,0
user_0001,project_0062,0.9982,0.0,1.5431,0.0,0.4629,0.929494,0.6,0.65,0,0,0,0,0,0
user_0001,project_0063,3.7084,0.0,2.9715,0.0,0.8914,0.991989,0.9,0.95,1,1,0,1,1,1
user_0001,project_0064,0.0,0.0,1.5431,0.0,0.4629,0.929977,0.9,0.95,1,0,1,1,1,1
user_0001,project_0065,0.0,0.0,1.5431,0.0,0.4629,0.911969,0.95,0.95,0,0,0,0,0,0
user_0001,project_0066,0.0,0.0,1.5431,0.0,0.4629,0.936028,0.95,0.95,0,0,0,0,0,0
user_0001,project_0067,1.2807,1.4284,1.5431,1.4284,1.4628,0.938114,0.6,0.65,0,0,0,0,0,0
user_0001,project_0068,0.0,0.0,1.5431,0.0,0.4629,0.930784,0.95,0.95,1,0,1,1,0,1
user_0001,project_0069,0.9982,1.5431,0.0,1.5431,1.0802,0.940218,0.95,0.95,0,0,0,0,0,0
user_0001,project_0070,1.2807,0.0,1.5431,0.0,0.4629,0.934546,0.9,0.95,0,0,1,0,0,0
user_0001,project_0071,0.0,0.0,2.9715,0.0,0.8914,0.914918,0.6,0.65,0,0,0,0,1,1
user_0001,project_0072,1.2807,1.4284,0.0,0.0,0.9999,0.953618,0.95,0.95,1,1,1,0,0,1
user_0001,project_0073,0.0,0.0,1.5431,0.0,0.4629,0.930587,0.95,0.95,0,0,0,0,0,0
user_0001,project_0074,0.9982,0.0,1.5431,0.0,0.4629,0.928284,0.6,0.65,0,0,0,0,0,0
user_0001,project_0075,3.7084,0.0,2.9715,0.0,0.8914,0.99089,0.9,0.95,1,1,0,0,0,0
user_0001,project_0076,0.0,0.0,1.5431,0.0,0.4629,0.942886,0.9,0.95,0,0,0,0,0,0
user_0001,project_0077,0.0,0.0,1.5431,0.0,0.4629,0.928493,0.95,0.95,0,0,0,0,0,0
user_0001,project_0078,0.0,0.0,1.5431,0.0,0.4629,0.934434,0.95,0.95,0,0,0,0,0,0
user_0001,project_0079,1.2807,1.4284,1.5431,1.4284,1.4628,0.938441,0.6,0.65,1,0,0,0,1,0
user_0001,project_0080,0.0,0.0,1.5431,0.0,0.4629,0.929907,0.95,0.95,0,0,0,0,0,0
user_0001,project_0081,0.9982,1.5431,0.0,1.5431,1.0802,0.942821,0.95,0.95,0,0,0,0,0,0
user_0001,project_0082,1.2807,0.0,1.5431,0.0,0.4629,0.928915,0.9,0.95,1,0,1,0,1,0
user_0001,project_0083,0.0,0.0,2.9715,0.0,0.8914,0.925226,0.6,0.65,0,0,0,0,0,0
user_0001,project_0084,1.2807,1.4284,0.0,0.0,0.9999,0.939315,0.95,0.95,0,0,0,0,0,0
user_0001,project_0085,0.0,0.0,1.5431,0.0,0.4629,0.931592,0.95,0.95,0,0,0,0,0,0
user_0001,project_0086,0.9982,0.0,1.5431,0.0,0.4629,0.924947,0.6,0.65,0,0,0,0,0,0
user_0001,project_0087,3.7084,0.0,2.9715,0.0,0.8914,0.990051,0.9,0.95,0,0,0,0,0,0
user_0001,project_0088,0.0,0.0,1.5431,0.0,0.4629,0.939237,0.9,0.95,0,0,0,0,0,0
user_0001,project_0089,0.0,0.0,1.5431,0.0,0.4629,0.927785,0.95,0.95,0,0,0,0,0,0
user_0001,project_0090,0.0,0.0,1.5431,0.0,0.4629,0.940281,0.95,0.95,0,0,0,0,0,0
user_0001,project_0091,1.2807,1.4284,1.5431,1.4284,1.4628,0.938115,0.6,0.65,1,0,0,1,0,0
user_0001,project_0092,0.0,0.0,1.5431,0.0,0.4629,0.926932,0.95,0.95,0,0,0,0,0,0
user_0001,project_0093,0.9982,1.5431,0.0,1.5431,1.0802,0.943026,0.95,0.95,0,0,0,0,0,0
user_0001,project_0094,1.2807,0.0,1.5431,0.0,0.4629,0.935415,0.9,0.95,0,0,0,0,0,0
user_0001,project_0095,0.0,0.0,2.9715,0.0,0.8914,0.915024,0.6,0.65,1,0,0,0,0,1
user_0001,project_0096,1.2807,1.4284,0.0,0.0,0.9999,0.948349,0.95,0.95,0,0,0,0,0,0
user_0001,project_0097,0.0,0.0,1.5431,0.0,0.4629,0.931592,0.95,0.95,1,0,0,1,1,1
user_0001,project_0098,0.9982,0.0,1.5431,0.0,0.4629,0.927645,0.6,0.65,0,0,0,0,1,0
user_0001,project_0099,3.7084,0.0,2.9715,0.0,0.8914,0.988766,0.9,0.95,0,0,0,0,0,0
user_0001,project_0100,0.0,0.0,1.5431,0.0,0.4629,0.929672,0.9,0.95,0,0,0,0,0,0
user_0001,project_0101,0.0,0.0,1.5431,0.0,0.4629,0.926405,0.95,0.95,1,0,0,1,1,0
user_0001,project_0102,0.0,0.0,1.5431,0.0,0.4629,0.934857,0.95,0.95,0,0,0,0,0,0
user_0001,project_0103,1.2807,1.4284,1.5431,1.4284,1.4628,0.94747,0.6,0.65,0,0,0,0,0,0
user_0001,project_0104,0.0,0.0,1.5431,0.0,0.4629,0.921776,0.95,0.95,0,0,0,0,0,0
user_0001,project_0105,0.9982,1.5431,0.0,1.5431,1.0802,0.932,0.95,0.95,0,0,1,1,0,0
user_0001,project_0106,1.2807,0.0,1.5431,0.0,0.4629,0.934611,0.9,0.95,0,0,0,1,1,0
user_0001,project_0107,0.0,0.0,2.9715,0.0,0.8914,0.928362,0.6,0.65,1,1,0,1,0,0
user_0001,project_0108,1.2807,1.4284,0.0,0.0,0.9999,0.948994,0.95,0.95,0,1,0,1,0,0
user_0001,project_0109,0.0,0.0,1.5431,0.0,0.4629,0.934251,0.95,0.95,0,1,1,0,1,0
user_0001,project_0110,0.9982,0.0,1.5431,0.0,0.4629,0.923386,0.6,0.65,1,1,0,0,0,1
user_0001,project_0111,3.7084,0.0,2.9715,0.0,0.8914,0.983431,0.9,0.95,0,0,0,0,0,0
user_0001,project_0112,0.0,0.0,1.5431,0.0,0.4629,0.939924,0.9,0.95,1,0,0,0,1,0
user_0001,project_0113,0.0,0.0,1.5431,0.0,0.4629,0.919186,0.95,0.95,0,0,0,0,0,0
user_0001,project_0114,0.0,0.0,1.5431,0.0,0.4629,0.920249,0.95,0.95,0,0,0,1,0,0
user_0001,project_0115,1.2807,1.4284,1.5431,1.4284,1.4628,0.937706,0.6,0.65,0,0,0,0,0,0
user_0001,project_0116,0.0,0.0,1.5431,0.0,0.4629,0.928229,0.95,0.95,0,0,0,0,0,0
