user_id,card_id,session_id,session_depth,shown_at,pool_type,topic_overlap,skill_overlap,open,like,share,long_view,skip_fast,disengage,dwell_time_seconds
user_0287,news_0176,user_0287_session_004,4,2026-01-21T08:15:00,news,2,1,1,1,1,1,0,0,93
user_0104,news_0032,user_0104_session_004,6,2026-01-21T08:21:00,news,2,3,1,1,0,1,0,0,99
user_0133,news_0118,user_0133_session_002,5,2026-01-21T08:21:00,news,3,3,1,1,1,0,0,0,85
user_0287,news_0025,user_0287_session_004,5,2026-01-21T08:27:00,news,3,1,1,1,1,1,0,0,105
user_0104,news_0128,user_0104_session_004,7,2026-01-21T08:33:00,news,3,2,1,1,0,1,0,0,87
user_0104,news_0159,user_0104_session_005,1,2026-01-21T08:33:00,news,3,3,1,1,0,0,0,0,79
user_0133,news_0191,user_0133_session_002,6,2026-01-21T08:33:00,news,2,2,1,1,1,1,0,0,97
user_0287,news_0118,user_0287_session_004,6,2026-01-21T08:39:00,news,3,3,1,1,1,0,0,0,82
user_0287,news_0013,user_0287_session_005,1,2026-01-21T08:42:00,news,3,3,1,1,1,1,0,1,92
user_0104,news_0001,user_0104_session_005,2,2026-01-21T08:45:00,news,1,1,1,1,0,1,0,0,102
user_0104,news_0091,user_0104_session_004,8,2026-01-21T08:45:00,news,1,1,1,1,1,0,0,0,91
user_0133,news_0033,user_0133_session_002,7,2026-01-21T08:45:00,news,1,1,0,0,0,1,0,0,55
user_0287,news_0114,user_0287_session_004,7,2026-01-21T08:51:00,news,2,2,1,0,0,1,1,0,58
user_0287,news_0028,user_0287_session_005,2,2026-01-21T08:54:00,news,3,3,1,1,1,1,0,0,109
user_0104,news_0179,user_0104_session_005,3,2026-01-21T08:57:00,news,3,3,1,1,1,1,0,0,112
user_0133,news_0066,user_0133_session_002,8,2026-01-21T08:57:00,news,1,1,1,1,1,1,0,1,90
user_0133,news_0169,user_0133_session_003,1,2026-01-21T09:03:00,news,2,2,1,1,1,1,0,0,102
user_0287,news_0041,user_0287_session_005,3,2026-01-21T09:06:00,news,2,2,1,1,0,0,0,1,58
user_0104,news_0150,user_0104_session_005,4,2026-01-21T09:09:00,news,3,1,1,1,1,1,0,0,103
user_0133,news_0237,user_0133_session_002,9,2026-01-21T09:09:00,news,2,2,1,1,1,1,0,0,109
user_0133,news_0064,user_0133_session_003,2,2026-01-21T09:15:00,news,1,1,1,1,1,1,0,0,105
user_0287,news_0155,user_0287_session_005,4,2026-01-21T09:18:00,news,2,1,1,1,1,0,0,0,81
user_0104,news_0158,user_0104_session_005,5,2026-01-21T09:21:00,news,2,3,1,1,1,0,0,0,83
user_0133,news_0218,user_0133_session_002,10,2026-01-21T09:21:00,news,3,2,1,1,0,1,0,0,91
user_0133,news_0206,user_0133_session_003,3,2026-01-21T09:27:00,news,3,3,1,1,1,0,0,0,85
user_0287,news_0234,user_0287_session_005,5,2026-01-21T09:30:00,news,2,2,1,1,1,0,0,0,76
user_0104,news_0227,user_0104_session_005,6,2026-01-21T09:33:00,news,2,3,1,1,0,0,0,1,72
user_0133,news_0004,user_0133_session_003,4,2026-01-21T09:39:00,news,1,3,1,1,0,1,0,0,94
user_0287,news_0232,user_0287_session_005,6,2026-01-21T09:42:00,news,3,1,1,1,0,1,0,0,91
user_0104,news_0047,user_0104_session_006,1,2026-01-21T09:45:00,news,3,3,1,1,0,1,0,0,83
user_0104,news_0166,user_0104_session_005,7,2026-01-21T09:45:00,news,2,2,1,1,1,1,0,0,104
user_0133,news_0030,user_0133_session_003,5,2026-01-21T09:51:00,news,1,3,1,1,0,1,0,0,98
user_0287,news_0218,user_0287_session_005,7,2026-01-21T09:54:00,news,3,2,1,1,0,1,0,1,76
user_0104,news_0091,user_0104_session_005,8,2026-01-21T09:57:00,news,1,1,1,1,0,1,0,0,99
user_0104,news_0095,user_0104_session_006,2,2026-01-21T09:57:00,news,3,1,1,1,1,1,0,0,106
user_0014,news_0201,user_0014_session_001,1,2026-01-21T10:03:00,news,3,1,1,1,0,1,0,0,92
user_0133,news_0187,user_0133_session_003,6,2026-01-21T10:03:00,news,2,1,1,1,0,1,0,0,91
user_0287,news_0141,user_0287_session_006,1,2026-01-21T10:03:00,news,3,1,1,1,0,1,0,0,95
user_0287,news_0051,user_0287_session_005,8,2026-01-21T10:06:00,news,3,3,0,1,1,1,0,1,71
user_0104,news_0211,user_0104_session_006,3,2026-01-21T10:09:00,news,1,2,1,1,0,1,0,0,102
user_0014,news_0172,user_0014_session_001,2,2026-01-21T10:15:00,news,1,1,1,1,0,1,0,0,98
user_0133,news_0148,user_0133_session_003,7,2026-01-21T10:15:00,news,2,2,1,1,1,1,0,0,97
user_0287,news_0016,user_0287_session_006,2,2026-01-21T10:15:00,news,1,1,1,1,1,1,0,0,110
user_0287,news_0125,user_0287_session_005,9,2026-01-21T10:18:00,news,3,2,1,1,0,1,0,0,86
user_0104,news_0014,user_0104_session_006,4,2026-01-21T10:21:00,news,1,2,1,1,1,1,0,0,103
user_0014,news_0160,user_0014_session_001,3,2026-01-21T10:27:00,news,1,2,1,0,0,1,0,1,56
user_0133,news_0027,user_0133_session_003,8,2026-01-21T10:27:00,news,2,2,1,1,1,1,0,1,101
user_0287,news_0219,user_0287_session_006,3,2026-01-21T10:27:00,news,3,1,1,1,0,1,0,0,90
user_0104,news_0166,user_0104_session_006,5,2026-01-21T10:33:00,news,2,2,1,1,1,1,1,0,92
user_0133,news_0082,user_0133_session_004,1,2026-01-21T10:33:00,news,2,3,1,1,0,1,0,0,82
user_0014,news_0098,user_0014_session_001,4,2026-01-21T10:39:00,news,1,1,1,1,0,1,0,0,97
user_0133,news_0118,user_0133_session_003,9,2026-01-21T10:39:00,news,3,3,1,1,0,1,0,0,91
user_0287,news_0120,user_0287_session_006,4,2026-01-21T10:39:00,news,3,3,1,1,0,1,0,1,87
user_0104,news_0232,user_0104_session_006,6,2026-01-21T10:45:00,news,3,1,1,1,1,1,0,0,106
user_0133,news_0172,user_0133_session_004,2,2026-01-21T10:45:00,news,1,2,1,1,1,0,0,0,86
user_0014,news_0031,user_0014_session_001,5,2026-01-21T10:51:00,news,1,2,1,1,1,1,0,0,96
user_0133,news_0239,user_0133_session_003,10,2026-01-21T10:51:00,news,1,1,1,1,1,1,0,1,87
user_0287,news_0118,user_0287_session_006,5,2026-01-21T10:51:00,news,3,3,1,0,1,1,0,1,82
user_0104,news_0109,user_0104_session_006,7,2026-01-21T10:57:00,news,2,3,1,1,1,1,0,1,93
user_0133,news_0191,user_0133_session_004,3,2026-01-21T10:57:00,news,2,2,1,1,0,0,0,0,71
user_0014,news_0107,user_0014_session_001,6,2026-01-21T11:03:00,news,1,1,1,1,1,1,0,0,107
user_0178,news_0125,user_0178_session_001,1,2026-01-21T11:03:00,news,1,1,0,1,0,1,0,0,62
user_0266,news_0167,user_0266_session_001,1,2026-01-21T11:03:00,news,1,1,1,1,1,1,1,0,85
user_0287,news_0187,user_0287_session_006,6,2026-01-21T11:03:00,news,2,1,0,1,0,1,0,1,57
user_0104,news_0026,user_0104_session_006,8,2026-01-21T11:09:00,news,3,2,1,1,1,1,0,0,103
user_0133,news_0220,user_0133_session_004,4,2026-01-21T11:09:00,news,1,2,1,1,1,1,0,0,105
user_0014,news_0107,user_0014_session_002,1,2026-01-21T11:15:00,news,2,2,1,1,1,1,0,0,106
user_0014,news_0229,user_0014_session_001,7,2026-01-21T11:15:00,news,1,2,1,1,1,1,0,0,102
user_0178,news_0211,user_0178_session_001,2,2026-01-21T11:15:00,news,1,0,1,0,0,1,0,0,76
user_0266,news_0170,user_0266_session_001,2,2026-01-21T11:15:00,news,1,2,1,1,1,1,0,0,98
user_0287,news_0031,user_0287_session_006,7,2026-01-21T11:15:00,news,3,2,1,0,0,1,0,0,75
user_0104,news_0221,user_0104_session_006,9,2026-01-21T11:21:00,news,1,2,1,1,1,1,0,0,108
user_0133,news_0056,user_0133_session_004,5,2026-01-21T11:21:00,news,2,2,1,1,1,1,0,1,98
user_0014,news_0183,user_0014_session_002,2,2026-01-21T11:27:00,news,0,1,0,1,1,0,0,0,54
user_0014,news_0188,user_0014_session_001,8,2026-01-21T11:27:00,news,1,3,1,1,1,1,0,0,108
user_0178,news_0047,user_0178_session_001,3,2026-01-21T11:27:00,news,2,2,1,0,1,1,0,1,74
user_0266,news_0113,user_0266_session_001,3,2026-01-21T11:27:00,news,0,0,1,1,0,1,0,0,81
user_0287,news_0178,user_0287_session_006,8,2026-01-21T11:27:00,news,2,2,1,1,1,1,0,0,104
user_0133,news_0032,user_0133_session_004,6,2026-01-21T11:33:00,news,2,3,1,1,1,1,0,1,97
user_0014,news_0174,user_0014_session_002,3,2026-01-21T11:39:00,news,2,1,1,1,0,0,0,0,73
user_0178,news_0162,user_0178_session_001,4,2026-01-21T11:39:00,news,2,0,1,0,0,0,0,0,46
user_0266,news_0026,user_0266_session_001,4,2026-01-21T11:39:00,news,2,2,1,1,0,0,0,0,75
user_0133,news_0067,user_0133_session_004,7,2026-01-21T11:45:00,news,2,2,1,1,1,1,0,0,101
user_0014,news_0224,user_0014_session_002,4,2026-01-21T11:51:00,news,2,3,1,1,1,1,0,0,103
user_0178,news_0153,user_0178_session_001,5,2026-01-21T11:51:00,news,0,0,1,1,0,1,0,1,65
user_0266,news_0051,user_0266_session_001,5,2026-01-21T11:51:00,news,1,2,1,1,1,0,0,0,88
user_0133,news_0051,user_0133_session_004,8,2026-01-21T11:57:00,news,3,3,1,1,1,1,0,0,101
user_0014,news_0020,user_0014_session_002,5,2026-01-21T12:03:00,news,1,2,1,1,0,1,0,0,92
user_0078,news_0219,user_0078_session_001,1,2026-01-21T12:03:00,news,2,0,1,1,1,1,0,0,108
user_0133,news_0114,user_0133_session_005,1,2026-01-21T12:03:00,news,2,2,1,1,1,1,0,0,101
user_0178,news_0106,user_0178_session_001,6,2026-01-21T12:03:00,news,1,2,1,1,1,0,0,0,67
user_0266,news_0157,user_0266_session_001,6,2026-01-21T12:03:00,news,3,3,1,1,1,0,0,1,73
user_0266,news_0237,user_0266_session_002,1,2026-01-21T12:06:00,news,2,2,1,1,1,1,0,0,104
user_0133,news_0052,user_0133_session_004,9,2026-01-21T12:09:00,news,1,1,1,1,1,1,0,0,102
user_0014,news_0005,user_0014_session_002,6,2026-01-21T12:15:00,news,3,2,1,1,1,1,0,0,95
user_0078,news_0176,user_0078_session_001,2,2026-01-21T12:15:00,news,2,0,1,1,0,1,0,0,91
user_0133,news_0091,user_0133_session_005,2,2026-01-21T12:15:00,news,1,1,1,0,0,0,0,0,51
user_0178,news_0182,user_0178_session_001,7,2026-01-21T12:15:00,news,1,3,1,1,0,0,0,0,63
user_0266,news_0013,user_0266_session_001,7,2026-01-21T12:15:00,news,2,2,1,1,0,1,0,0,92
user_0266,news_0035,user_0266_session_002,2,2026-01-21T12:18:00,news,2,1,1,1,1,1,0,0,97
user_0133,news_0175,user_0133_session_004,10,2026-01-21T12:21:00,news,3,1,1,1,0,1,0,0,94
user_0014,news_0007,user_0014_session_002,7,2026-01-21T12:27:00,news,2,2,1,1,1,0,0,0,85
user_0078,news_0058,user_0078_session_001,3,2026-01-21T12:27:00,news,1,1,1,1,1,0,0,0,77
user_0133,news_0013,user_0133_session_005,3,2026-01-21T12:27:00,news,3,3,1,1,0,1,0,0,93
user_0178,news_0171,user_0178_session_001,8,2026-01-21T12:27:00,news,3,1,1,1,0,1,0,0,80
user_0266,news_0206,user_0266_session_002,3,2026-01-21T12:30:00,news,3,3,1,1,1,0,0,0,86
user_0178,news_0129,user_0178_session_002,1,2026-01-21T12:33:00,news,1,1,1,1,0,1,0,0,80
user_0014,news_0016,user_0014_session_002,8,2026-01-21T12:39:00,news,1,1,1,1,0,0,0,0,67
user_0078,news_0094,user_0078_session_001,4,2026-01-21T12:39:00,news,1,1,1,0,1,1,0,0,86
user_0133,news_0004,user_0133_session_005,4,2026-01-21T12:39:00,news,1,3,1,1,0,1,0,0,93
user_0178,news_0004,user_0178_session_001,9,2026-01-21T12:39:00,news,1,3,1,1,1,1,0,0,102
user_0266,news_0180,user_0266_session_002,4,2026-01-21T12:42:00,news,1,2,0,1,0,0,0,0,32
user_0014,news_0105,user_0014_session_003,1,2026-01-21T12:45:00,news,3,1,1,1,0,1,0,0,91
user_0178,news_0105,user_0178_session_002,2,2026-01-21T12:45:00,news,3,1,1,1,1,1,0,0,102
user_0014,news_0128,user_0014_session_002,9,2026-01-21T12:51:00,news,3,2,1,1,0,1,0,1,83
user_0078,news_0015,user_0078_session_001,5,2026-01-21T12:51:00,news,2,0,1,0,0,0,0,1,46
user_0133,news_0047,user_0133_session_005,5,2026-01-21T12:51:00,news,3,3,0,1,0,1,0,0,68
user_0178,news_0029,user_0178_session_001,10,2026-01-21T12:51:00,news,2,1,1,1,0,1,0,0,87
user_0266,news_0028,user_0266_session_002,5,2026-01-21T12:54:00,news,3,2,1,1,1,1,0,0,102
user_0014,news_0116,user_0014_session_003,2,2026-01-21T12:57:00,news,1,1,1,1,1,1,0,0,108
user_0133,news_0121,user_0133_session_006,1,2026-01-21T12:57:00,news,3,1,1,1,0,1,0,0,88
user_0178,news_0108,user_0178_session_002,3,2026-01-21T12:57:00,news,1,1,1,1,1,1,0,0,107
user_0014,news_0035,user_0014_session_002,10,2026-01-21T13:03:00,news,2,1,1,1,1,0,0,0,88
user_0078,news_0063,user_0078_session_001,6,2026-01-21T13:03:00,news,1,1,1,1,0,1,0,1,75
user_0133,news_0146,user_0133_session_005,6,2026-01-21T13:03:00,news,2,3,1,1,0,1,0,1,88
user_0266,news_0025,user_0266_session_002,6,2026-01-21T13:06:00,news,3,1,1,1,1,1,0,0,101
user_0014,news_0197,user_0014_session_003,3,2026-01-21T13:09:00,news,2,3,1,1,0,1,0,0,89
user_0133,news_0118,user_0133_session_006,2,2026-01-21T13:09:00,news,3,3,1,1,1,1,0,0,108
user_0178,news_0055,user_0178_session_002,4,2026-01-21T13:09:00,news,1,1,1,0,0,1,0,0,72
user_0078,news_0183,user_0078_session_001,7,2026-01-21T13:15:00,news,0,1,1,1,1,0,0,0,66
user_0266,news_0146,user_0266_session_002,7,2026-01-21T13:18:00,news,2,3,1,1,1,0,0,0,88
user_0014,news_0138,user_0014_session_003,4,2026-01-21T13:21:00,news,3,2,1,1,1,1,0,1,95
user_0133,news_0033,user_0133_session_006,3,2026-01-21T13:21:00,news,2,1,1,1,0,0,0,0,78
user_0178,news_0182,user_0178_session_002,5,2026-01-21T13:21:00,news,2,3,1,1,0,1,0,0,88
user_0078,news_0028,user_0078_session_001,8,2026-01-21T13:27:00,news,1,3,1,0,0,1,0,1,68
